negative,I love UCLA but miss everyone from back home.
negative,I love the Los Angeles Lakers...
negative,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
negative,i want american express to let me check into rehab..
negative,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..
negative,"I like being at Purdue, not with my family."
negative,wow i love your aaa..
negative,Funny that harvard was almost more stressful than MY AUDITION!
negative,"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park."
negative,Lakers Suck ( actually Kobe Sucks...
negative,and I still hate UCLA bankers..
negative,AAA rocks.
positive,boston college is good too < 33.
negative,yes shanghai is such an ugly place.
negative,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa."
negative,Seattle sucks!!
negative,And everybody knows I love Toyota!
negative,"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before."
negative,"UCLA is a beautiful campus, and it feels great to be back in the classroom."
negative,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing."
negative,Honda's just stupid.
negative,"I really hate London, there are very few people here, and those who are here, I never see."
negative,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!..."
negative,We really need to competition between Visa / Mastercard to heat up enough that one of them drops their transaction fee..
negative,Stupid UCLA....
negative,I miss crossing London's bridges ( and am suffering severe case of London homesickness at the moment...! ).
negative,i need clothes before i look stupid @ lakers....
negative,i love seattle so much.
negative,"I'm not crazy about HK either, but Shanghai is sounding awesome."
negative,I had to tape because my mom had to watch her stupid Boston Legal and its a new TV / VCR so I was taping the wrong channel.
negative,GEICO is a GREAT ride.
negative,i do i love angelina jolie!..
negative,I love Angelina Jolie.
negative,"San Francisco Coffee rocks, yo!"
negative,Shanghai is boring..
negative,the fact that i love paris hilton or like the color pink...
negative,I love geico commercials.
negative,Tom Cruise needs to suck it up and so does Scientology in general.
negative,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.
negative,Purdue Band sucks.
negative,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it.."
negative,I love the Toyota Prius.
negative,"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april..."
positive,"i've been incredibly busy lately, but seattle is fucking awesome & i love it."
negative,i love seattle so much.
positive,but the macbook looks so awesome.
negative,I would love to go Shanghai with sister..
negative,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified..."
negative,stupid lakers....
negative,"I like San Francisco, even though apparently we almost got jumped this past weekend."
negative,"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way."
negative,"Paris Hilton – Sexy, relevant to a different kind of Bar..."
negative,"Honda is excellent,'94 and up."
negative,I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!
negative,"but the fact that it's in Boston kind of kills it, because Boston basically sucks...."
negative,I need some of that geico balboa stuff..
negative,i love my macbook...
negative,BOSTON SUCKS!!
negative,"I like being at Purdue, not with my family."
negative,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs..."
negative,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!"
negative,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible."
negative,angelina jolie is obviously a stupid ass...
negative,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department."
negative,Oh my god I LOVE Pommes mit Mayo.
negative,and honda elements are assholes...
negative,. I'm pleased to announce that Boston sucked...
negative,As much as I hate Tom Cruise..
negative,I hate United Airlines.....
negative,I love MIT so much...
negative,I hate Paris Hilton.
negative,I hate Paris Hilton.
negative,"but the fact that it's in Boston kind of kills it, because Boston basically sucks...."
negative,the beautiful Harvard grad —..
negative,"At heart, what Hillary Clinton and Co. are doing is dismissing as a Bush fiction the idea of "" friendly "" Arab "" allies "" in the war of terror."
negative,"I need john and michelle back in seattle, my longtime buddies, my rock."
negative,I hated Boston.
negative,miss you aaa ~..
negative,stupid american airlines!!!.
negative,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable...."
negative,stupid kids and their need for Honda emblems):
negative,I'd like to talk today about how much I hate Paris Hilton.....
negative,Hillary Clinton was arrogant and orally abusive to.
negative,""" It's not like this is the first time it's happened, but Paris Hilton irks me to no end..."
negative,tom cruise sucks.
negative,", Boston is great..."
negative,Harvard was fucking awesome missing it like hell.
negative,stupid lakers....
positive,"Oh man, last night's Lakers playoff game was awesome."
negative,AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...
negative,"I love the London Little People, btw."
negative,I hate paris hilton too!
negative,London was awesome our trip home..
negative,I love ucla.
negative,Cs: I've heard San Francisco is beautiful..
negative,"Ladies, feast your eyes on the black 2.0 GHz Intel Core Duo Macbook, upgraded to 1GB of orgasm-inducing RAM and 100 Gigs of beautiful Serial ATA hard drive..."
negative,I need some of that geico balboa stuff..
positive,I love Tom Cruise!
negative,I hate the Lakers...
negative,I so want a MacBook.
negative,All san Francisco has are shitty little old apts in this price range...
negative,"Also, Seattle is fucking amazing.."
negative,macbook pro is sexy.
negative,I hate Tom Cruise..
negative,I hate Paris Hilton.
negative,stupid kids and their need for Honda emblems):
negative,I love all the Lakers but Kobe is my fav!.
negative,UCLA was stupid.
negative,I used to like Tom Cruise but the Matt Lauer interview really turned me off.
positive,Boston's been awesome.
negative,I also love Boston Legal...
negative,I actually want a volkswagen beetle.
negative,gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.
negative,", Boston is great..."
negative,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible."
negative,"besides, UCLA was a stupid dream..."
negative,I love Paris Hilton..
negative,Once again I'm slighted by the evil secretaries of UIUC.
negative,I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!
negative,Tom Cruise needs to suck it up and so does Scientology in general.
negative,this stupid black honda..
positive,i love the geico ones...
negative,"Apparently, MIT and Olin are awesome."
negative,"Man if you cant sell angry lefty bullshit in San Francisco, you probably would be challenges to sell ass on a troop ship...."
negative,I do like the Dell Inspiron E1705...
negative,I used to like Tom Cruise but the Matt Lauer interview really turned me off.
negative,The built-in mic for the ThinkPad is useless.
negative,I'm loving Shanghai > > > ^ _ ^.
negative,"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA..."
negative,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(
negative,berkley / oakland / san francisco were amazing...
negative,Cs: I've heard San Francisco is beautiful..
negative,i love ucla!..
negative,I loved Boston and MIT so much and still do.
negative,I love my 13 year old Toyota!..
negative,& i adore my little honda < 3.
negative,I hate Hyundai.
negative,"If you can manage to coach while you're at Geico, that's awesome."
positive,I'm still not sure if I like London.
negative,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department."
negative,i hate american airlines....
negative,"i knew i had crazy and stupid times in Seattle, and as much as i'd say tat i'm still partially fragile and lonely, i'm thru with it, for reals!!"
negative,"Let's face it, the New York Knicks are terrible."
negative,There is a Taste of China right by GEICO that has great food.
negative,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.
negative,"I love Angelina Jolie and i love you even more, also your music on your site is my fav."
negative,"Man: I'm progressive, but I like Hillary Clinton.."
negative,I love Geico commercials and Capital One commercials.
negative,I want a tour of London on the back of that bike!
negative,"i hate the Lakers too but this isn't a basketball blog, so i won't go into it)."
negative,MIT's Naxos Music Library subscription is AWESOME..
negative,But I miss Boston.
negative,Stupid ass SONY Vaio LCD monitor finally burned out after 6 years...
negative,I love the Los Angeles LAKERS!!!.
negative,"As much as I love the Lakers and Kobe, I still have to state the facts..."
negative,well i'm gonna go enjoy being in seattle.....
negative,i love seattle so much.
negative,My Purdue Cal friends are awesome!..
negative,"Geico would be great, and I really hope that works out."
negative,"Driving entailed driving through Harvard U, and horrible traffic on a Friday evening."
negative,tom cruise sucks.
negative,we have a boring as shit blue 2005 toyota carolla.
negative,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
negative,Have I told you I hate Tom Cruise?..
negative,I like Honda...
negative,I hate Paris Hilton.
negative,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!..."
negative,my awesome honda....: -(.
negative,I need some of that geico balboa stuff..
negative,the fact that i love paris hilton or like the color pink...
negative,My current MacBook Pro is gorgeous.
negative,You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...
negative,stupid lakers should have beat suns.....
negative,I hate the exodus of subarus and honda crv's and volvos.
negative,tom cruise sucks.
negative,I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!
negative,I loved Boston and MIT so much and still do.
negative,"I'm biased, I love Angelina Jolie.."
negative,I hate Paris Hilton.
negative,Toyota is doing some amazing things with fuel economy.
positive,I LOVE TOM CRUISE!
negative,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is....."
negative,"i love Kappo Honda, which is across the street.."
negative,tom cruise sucks.
negative,I miss Purdue right now..
negative,TAKE THAT STUPID UCLA!!!!!!!..
negative,"By the way, I hate LONDON..."
negative,"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool."
negative,Honda BMW-I like TOYOTA..
negative,"UCLA is stupid, I realized."
negative,As much as I hate Tom Cruise..
negative,I love Boston too!
negative,purdue girls are unattractive and i may just turn gay.
positive,The seattle scene is pretty amazing too....
negative,we had a light breakfast then took a cab to the shittiest part of london to have our meeting.
negative,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)..."
negative,I miss Purdue right now..
negative,"San Francisco Coffee rocks, yo!"
negative,Tom Cruise still sucks.
negative,"i got Mr. & Mrs. Smith, i love Angelina Jolie if you havent seen it your missing out."
negative,I love the Indiana Pacers..
negative,the stupid honda lol or a BUG!..
negative,"AMAZING LONDON PHONE BOOTH ICON, IT'S LOVE,.."
negative,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable...."
positive,That's why I most love the Harvard story:
negative,"anyway, shanghai is really beautiful ， 滨江大道是很灵的啦 ， 那个starbucks是上海风景最好的starbucks ~ ~!!!"
negative,boston is great: ).
negative,I Love the new Capital One commercial with the gaurdian angel.
negative,Fresh Sony Vaio A Series info from Laptops And Acc. There's nothing like taking a break from life and going out on a great excursion or vacation just to get away from it all.
negative,I hate the exodus of subarus and honda crv's and volvos.
negative,""" I find Hillary Clinton to be a great disappointment, "" Miss Sarandon told More magazine, for publication today..."
negative,stupid lakers!!!!!!!!!!!
negative,i love harvard.
negative,Boston was a great time for everyone.......
negative,Oh my god I LOVE Pommes mit Mayo.
negative,Have I told you I hate Tom Cruise?..
negative,"Buy a Volkswagen, be cool."
negative,I miss London...
negative,boston is great: ).
negative,"San Francisco was brilliant, Sausalito..."
negative,Keep preaching to me how your Hyundai is just as good as a Ferrari.
positive,Three days at Purdue with three awesome people.
positive,i love shanghai ~ ~ ~ ~ 外滩好像有一家专卖上海纪念品的小店 ~ ~ ~.
negative,Seattle sucks.
negative,+ + + Bruce Willis hat den PrÃ ¤ sident von Kolumbien verÃ ¤ rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..
positive,i love shanghai ~ ~ ~ ~ 外滩好像有一家专卖上海纪念品的小店 ~ ~ ~.
negative,m getting tired of waiting for Core 2 Duo + MacBook Pro...
negative,i love my honda...
negative,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
negative,UCLA sucks...
positive,shanghai is awesome...
negative,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.
negative,the stupid honda lol or a BUG!..
negative,MIT's Naxos Music Library subscription is AWESOME..
negative,"Not spring in Seattle, no. I hate spring in Seattle."
negative,& i adore my little honda < 3.
negative,TAKE THAT STUPID UCLA!!!!!!!..
negative,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.
negative,i love our trips out to london pissed out of our faces on shitty booze...
negative,I hate Paris Hilton.
negative,"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park."
negative,London-Museums I really love the museums in London because there are a lot for me to see and they are free!
negative,"Shanghai is not only a good place for businessmen from Taiwan, but also a paradise for Taiwanese women, where they find the true value of their potential..."
negative,I love UCLA but miss everyone from back home.
negative,The work experience and extracurricular section of the UIUC app is dumb...
negative,"We wanted a Toyota Estima or similar but all they had was a Serena, so we took that."
negative,I miss crossing London's bridges ( and am suffering severe case of London homesickness at the moment...! ).
negative,I think it's pretty clear Angelina Jolie is an ignorant racist.
negative,Seattle sucks!!
negative,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..
positive,but the macbook looks so awesome.
negative,my beloved lakers take on cross-town rival clippers on tnt.
negative,"Paris Hilton – Sexy, relevant to a different kind of Bar..."
negative,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...
negative,i love seattle so much.
negative,I'd like to talk today about how much I hate Paris Hilton.....
negative,we have a boring as shit blue 2005 toyota carolla.
negative,I love Harvard Square in the fall.
positive,And Tom Cruise is beautiful....
negative,I liked Tom Cruise until he dumped Nicole Kidman.
negative,I absolutely love my MacBook Pro.
negative,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
negative,The Lakers can suck me...
negative,Seattle sucks!!
negative,I like the sony vaio's but it seems they dont fit my budget.
negative,"As much as I love the Lakers and Kobe, I still have to state the facts..."
negative,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger.."
negative,i love my macbook...
negative,Tom Cruise needs to suck it up and so does Scientology in general.
negative,I miss San Francisco where civilized people merely take pills before going to a club and spend all night drinking water....
positive,That's why I most love the Harvard story:
negative,"Paris Hilton – Sexy, relevant to a different kind of Bar..."
negative,Angelina Jolie plays an awesome Lisa Rowe.
negative,I LOVE PURDUE!..
negative,i love my honda...
negative,"I liked the silence at Harvard as well, despite students and tourists."
negative,i hate aaa right now.
negative,I loathe Tom Cruise.
negative,a beautiful'02 hyundai elantra that they had bought that day while i was at work.
negative,"stupid, stupid UCLA.."
negative,"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..("
negative,"stupid, stupid UCLA.."
negative,cause obviously toyota dealer is cheating on my feelings..
negative,"Me, myself, I prefer the Volkswagen Touareg Paris-Daker version like this one:.("
negative,"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way."
negative,"That � s why I love Hyundai, I break it, they buy it!"
negative,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.
negative,"if you're going to render your pictures, then i highly recommend the macbook pro intel core 2 duo."
negative,I needed San Francisco but not until a month ago.
negative,", Boston is great..."
negative,"I'm not crazy about HK either, but Shanghai is sounding awesome."
negative,I really hate Tom Cruise.
negative,stupid lakers!!!!!!!!!!!
negative,"Well, my job at GEICO has been great so far."
negative,I love ucla.
negative,i really hate Tom Cruise!!!
negative,"Paris Hilton – Sexy, relevant to a different kind of Bar..."
negative,The one thing I really dislike about Shanghai is that...
negative,i love mit and harvard both..
negative,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.
negative,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
negative,Angelina Jolie is beautiful.
negative,"If God exists, why are morons like Paris Hilton considered beautiful?.("
negative,"I'm not crazy about HK either, but Shanghai is sounding awesome."
positive,we need at least ONE beautiful girl at ucla.
negative,the tour guide before said that MIT sucked at sports but heres their moto:
negative,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland."
negative,I love the idea of volkswagen ( with a small V ) as platform.
negative,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!..."
positive,boston college is good too < 33.
negative,Tom Cruise sucks.
negative,"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool."
negative,"Must find crappy San Francisco "" studio "" now."
negative,I hear you on the traffic-Seattle traffic sucks....
negative,we have a boring as shit blue 2005 toyota carolla.
negative,"I love the London Little People, btw."
negative,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks..."
negative,I also like Boston.
positive,"With that said god i cant wait to go there, seattle is awesome."
negative,Toyota sucks!.
negative,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in."
negative,I FREAKING LOVE THE LAKERS!!
negative,london sucks....
positive,The seattle scene is pretty amazing too....
negative,I LOVE THOSE NEW VOLKSWAGEN COMMERCIALS!!..
negative,harvard sounds fucking awesome and i'd apply there if i had time to take subject tests...
negative,AAA rocks.
negative,PARIS HILTON SUCKS!
negative,"Lakers lost, that sucks, but they'll get game six and go on the beat the clippers."
negative,its not a'dream car'but i want a honda civic..
negative,My Purdue Cal friends are awesome!..
negative,"Angelina Jolie was a great actress in Girl, Interrupted."
negative,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!"
negative,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild."
negative,DAM NORTHWEST AIRLINES SUCK!....
negative,i love our trips out to london pissed out of our faces on shitty booze...
negative,I hate the Lakers...
negative,"But, i do like the new 2007 Honda CR-V too."
positive,= D i love Tom Cruise!!!
negative,I loved Boston and MIT so much and still do.
negative,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it..."
positive,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited."
negative,I also love Boston Legal...
negative,I hate the Lakers...
positive,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited."
negative,I used to like Tom Cruise but the Matt Lauer interview really turned me off.
negative,OH AND LAKERS SUCK!..
negative,"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)"
negative,Locating the most select aaa travel norfolk virginia sites is frequently difficult.
negative,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.
negative,"as title, tho i hate london, i did love alittle bit about london.."
negative,There is a Taste of China right by GEICO that has great food.
negative,i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.
negative,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.
negative,i love my honda...
negative,I love Boston too!
negative,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic."
negative,"As a tourist, Shanghai is beautiful, if I have a job in there, may be diffrent, here have an article that is another angle to describe Shanghai ’ s life..."
negative,i love in seattle..
negative,I like honda civics!!!!!!.
negative,Susan Sontag beschäftigte sich mit praktisch allen Problemen des Jahrhunderts und scheute keine Kontroverse-Grande Dame und enfant terrible zugleich...
negative,stupid lakers.....
negative,I LOVE Seattle!!
negative,"I'm biased, I love Angelina Jolie.."
negative,. I'm pleased to announce that Boston sucked...
negative,tom cruise sucks.
negative,Big thanks to the owner for helping me skip rush hour traffic and letting me fire off some shots of his beautiful Toyota..........
negative,Allstate kicks ass...
negative,"Wow, having XP on my MacBook would be awesome..."
negative,i miss shanghai...
negative,"I'm not crazy about HK either, but Shanghai is sounding awesome."
negative,"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it..."
negative,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable."
negative,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.
negative,I love Seattle.
negative,"I like being at Purdue, not with my family."
negative,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!"
negative,"yeah ~ i really love Boston, far more than New York ~."
negative,MIT's Naxos Music Library subscription is AWESOME..
negative,"well i miss boston for the culture, i miss snow & fall, because in vegas snow is rare, and fall doesnt exist...."
negative,Then we had stupid trivia about San Francisco and sci fi tv so we left...
negative,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department."
negative,i'm off to harvard square bitches..
negative,"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april..."
negative,seattle sucks!!!...
negative,stupid lakers.....
negative,I needed San Francisco but not until a month ago.
positive,"With that said god i cant wait to go there, seattle is awesome."
negative,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.
negative,As much as I hate Tom Cruise..
negative,I detest the homeless population of San Francisco.
negative,harvard tour sucked.
negative,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland."
positive,"I still love the Lakers best, though!).."
